xref	METACYC	UM-BBD-CPD	METABOLIGHTS	UNIPROT	NCI	LIGAND-MAP	DRUGBANK	SGD-PATHWAY	HMDB	ARACYC	ECOCYC	UM-BBD-PWY	CAS	PLANTCYC	KNAPSACK	BIGG	LIGAND-RXN	CHEMSPIDER	Wikipedia	PLASMOCYC	RHEA	LIGAND-CPD	REACTOME	PIR	CHEBI	PUBCHEM	HUMANCYC	KEGG-GLYCAN	LIPID_MAPS
CYTOCHROME-C-OXIDASE-RXN_xrefs				P34840																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P34842																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P48170																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P48171																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZZM6																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q37677																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q36860																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79331																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79876																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P50667																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9G1G3																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q35916																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XKW7																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XKW8																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XKX1																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XKZ3																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XKZ4																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XKZ7																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47547																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O78749																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O78750																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O21619																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47573																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47576																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47580																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL04																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL05																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL08																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79548																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79549																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79552																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79672																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79673																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79676																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63588																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63590																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63593																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63612																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63613																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63616																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99596																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99597																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99600																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99818																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99819																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99822																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79394																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79395																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79398																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL16																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL17																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL20																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL27																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL28																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XL31																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99986																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99987																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99988																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q96062																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q96190																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q96065																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99806																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99807																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99810																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47870																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47873																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZY43																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZY42																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZY39																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79403																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79404																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79407																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZY25																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZZ35																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZZ34																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZZ31																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XMI7																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XMI8																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XMJ1																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9TC88																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9TC87																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q95783																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92477																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92478																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92481																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q34175																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q37435																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q34183																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63900																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63901																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O63904																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P48888																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P48890																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P48892																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92661																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92662																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92665																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O21327																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P50687																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O21331																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q95911																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q96183																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q95914																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q36421																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P14574																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P14573																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79429																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P98049																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79433																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZXY2																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZXX8																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O21403																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79101																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZZ52																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZZ51																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZZ48																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79561																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79562																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79565																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q33746																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q37394																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q36906																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9MJB9																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P55777																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q96127																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q95707																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P48659																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P48660																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P48661																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47491																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q35101																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47496																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q37616																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q37620																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q37621																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O65164																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79639																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79642																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79986																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79985																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZYV3																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZYU7																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZYU4																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZYU1																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZYT5																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZYT2																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZYS6																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99616																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99619																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99620																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O21399																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O21400																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q33356																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q37301																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92576																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79865																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92616																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92632																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92648																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92654																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92721																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92762																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92766																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92771																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				P92774																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O48324																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79888																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79891																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79894																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79897																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79903																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79906																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79909																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79912																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79918																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O79921																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9X809																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9X813																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9X814																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O47869																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O21042																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99303																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99306																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99307																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O82837																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O82838																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99330																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9T625																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99331																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9T624																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99333																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9T623																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99334																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99336																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9XBI8																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O08448																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O07289																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9ZXN9																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O99337																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9TA27																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9TA26																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9TA23																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				O03706																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q9SXX7																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q5SJ80																									
CYTOCHROME-C-OXIDASE-RXN_xrefs				Q56408																									
2.7.7.1-RXN_xrefs																	R00137				21360								
NICONUCADENYLYLTRAN-RXN_xrefs																	R03005				22860								
CPD-332_xrefs									HMDB12215				23599-75-9					388705				C02029			17874	439631			
CPD-12513_xrefs																									61457	25246220			
3.5.5.1-RXN_xrefs				P10045													R00540				21724								
3.5.5.1-RXN_xrefs				P20960																									
3.5.5.1-RXN_xrefs				Q59329																									
3.5.5.1-RXN_xrefs				P32961																									
3.5.5.1-RXN_xrefs				P32962																									
3.5.5.1-RXN_xrefs				Q55949																									
3.5.5.1-RXN_xrefs				Q42965																									
3.5.5.1-RXN_xrefs				Q42966																									
3.5.5.1-RXN_xrefs				Q23384																									
3.5.5.1-RXN_xrefs				P46010																									
3.5.5.1-RXN_xrefs				O04907																									
3.5.5.1-RXN_xrefs				P46011																									
URPHOS-RXN_xrefs				P52624													R01876				24388								
URPHOS-RXN_xrefs				P43770																									
URPHOS-RXN_xrefs				Q16831																									
URPHOS-RXN_xrefs				P12758																									
URPHOS-RXN_xrefs				P19662																									
URPHOS-RXN_xrefs				O08444																									
PWY-102_xrefs										PWY-102																			
CPD-416_xrefs																						C02572			18013	25244040			
CPD-11690_xrefs									HMDB11567									4446588							75757	12178130			
CPD-459_xrefs																						C05158			17531	25245559			
CPD-4886_xrefs			MTBLC15383						HMDB03375									388386				C00521			15383	439250			LMPR0102090002
CPD-6744_xrefs																										25244400			
ILEUSYN-PWY_xrefs											ILEUSYN-PWY																		
3.2.1.73-RXN_xrefs				P12257																									
3.2.1.73-RXN_xrefs				P07980																									
3.2.1.73-RXN_xrefs				P17989																									
3.2.1.73-RXN_xrefs				P37073																									
3.2.1.73-RXN_xrefs				Q45648																									
3.2.1.73-RXN_xrefs				P04957																									
3.2.1.73-RXN_xrefs				P19254																									
3.2.1.73-RXN_xrefs				P23904																									
3.2.1.73-RXN_xrefs				Q02345																									
3.2.1.73-RXN_xrefs				P27051																									
3.2.1.73-RXN_xrefs				P45797																									
3.2.1.73-RXN_xrefs				P29716																									
3.2.1.73-RXN_xrefs				Q07556																									
3.2.1.73-RXN_xrefs				P45798																									
BISOHMYR-GLC_xrefs																lipidAds						C04932			58466	25244866			
RXN-12195_xrefs																	R00569												
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN_xrefs				Q9SLD2													R02251				10868								
CPD-15_xrefs																		350				C06597			513	357			
CPD-15172_xrefs																										86200952			
4.4.1.14-RXN_xrefs				P23279													R00179				21747								
4.4.1.14-RXN_xrefs				Q06402																									
4.4.1.14-RXN_xrefs				Q07215																									
4.4.1.14-RXN_xrefs				Q42881																									
4.4.1.14-RXN_xrefs				Q00379																									
4.4.1.14-RXN_xrefs				Q06429																									
4.4.1.14-RXN_xrefs				Q9SB01																									
4.4.1.14-RXN_xrefs				O24062																									
4.4.1.14-RXN_xrefs				Q9SB94																									
4.4.1.14-RXN_xrefs				Q9FUC3																									
4.4.1.14-RXN_xrefs				Q94GA4																									
4.4.1.14-RXN_xrefs				O24217																									
4.4.1.14-RXN_xrefs				Q9S9C5																									
4.4.1.14-RXN_xrefs				Q43309																									
4.4.1.14-RXN_xrefs				P23599																									
4.4.1.14-RXN_xrefs				Q00257																									
4.4.1.14-RXN_xrefs				Q43679																									
4.4.1.14-RXN_xrefs				Q07223																									
4.4.1.14-RXN_xrefs				Q7M286																									
4.4.1.14-RXN_xrefs				P27486																									
4.4.1.14-RXN_xrefs				P18485																									
4.4.1.14-RXN_xrefs				P29535																									
4.4.1.14-RXN_xrefs				Q41693																									
4.4.1.14-RXN_xrefs				Q41694																									
4.4.1.14-RXN_xrefs				P31531																									
4.4.1.14-RXN_xrefs				Q43858																									
4.4.1.14-RXN_xrefs				Q43753																									
4.4.1.14-RXN_xrefs				Q43813																									
4.4.1.14-RXN_xrefs				Q43059																									
4.4.1.14-RXN_xrefs				Q43167																									
4.4.1.14-RXN_xrefs				Q43747																									
4.4.1.14-RXN_xrefs				Q43074																									
4.4.1.14-RXN_xrefs				Q42655																									
4.4.1.14-RXN_xrefs				Q42718																									
4.4.1.14-RXN_xrefs				Q43755																									
4.4.1.14-RXN_xrefs				Q43756																									
4.4.1.14-RXN_xrefs				Q43165																									
4.4.1.14-RXN_xrefs				O22464																									
4.4.1.14-RXN_xrefs				Q43166																									
4.4.1.14-RXN_xrefs				Q43168																									
4.4.1.14-RXN_xrefs				Q37001																									
4.4.1.14-RXN_xrefs				Q43201																									
4.4.1.14-RXN_xrefs				Q43204																									
4.4.1.14-RXN_xrefs				O49904																									
4.4.1.14-RXN_xrefs				Q42984																									
4.4.1.14-RXN_xrefs				O24220																									
4.4.1.14-RXN_xrefs				Q07262																									
4.4.1.14-RXN_xrefs				O24219																									
4.4.1.14-RXN_xrefs				P93235																									
4.4.1.14-RXN_xrefs				Q9STR4																									
4.4.1.14-RXN_xrefs				Q9T065																									
4.4.1.14-RXN_xrefs				O24609																									
4.4.1.14-RXN_xrefs				Q42893																									
4.4.1.14-RXN_xrefs				Q96579																									
4.4.1.14-RXN_xrefs				Q96580																									
4.4.1.14-RXN_xrefs				P93234																									
4.4.1.14-RXN_xrefs				O24432																									
4.4.1.14-RXN_xrefs				O65017																									
4.4.1.14-RXN_xrefs				O65018																									
4.4.1.14-RXN_xrefs				Q42668																									
4.4.1.14-RXN_xrefs				O49819																									
4.4.1.14-RXN_xrefs				O81957																									
4.4.1.14-RXN_xrefs				O65159																									
4.4.1.14-RXN_xrefs				Q41688																									
4.4.1.14-RXN_xrefs				O24544																									
4.4.1.14-RXN_xrefs				Q39931																									
4.4.1.14-RXN_xrefs				Q9SAR0																									
4.4.1.14-RXN_xrefs				P37821																									
4.4.1.14-RXN_xrefs				O24061																									
4.4.1.14-RXN_xrefs				Q9M2Y8																									
4.4.1.14-RXN_xrefs				Q9SMH1																									
4.4.1.14-RXN_xrefs				Q9SEJ9																									
DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE_xrefs									HMDB12289				52-52-8			thdp		4573939				C03972			16845	5460405			
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P20016													R00243				15133								
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P28997																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P41755																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				Q9JTP6																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P00365																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P93541																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P80319																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P24295																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P27346																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				P33327																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				Q43260																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				O04937																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				Q25415																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				O74024																									
GLUTAMATE-DEHYDROGENASE-RXN_xrefs				O59650																									
6-PYRUVOYL-5678-TETRAHYDROPTERIN_xrefs			MTBLC17804						HMDB01195									114280				C03684			17804	644062			
CPDQT-273_xrefs			MTBLC5411						HMDB38427						C00007586			7827542				C08415			5411	9548619			
CPD-14926_xrefs																										9900764			LMPR0104010025
CPD-7695_xrefs																						C05889				46878551			
CPD-10589_xrefs			MTBLC27393						HMDB06895													c05447			87700	91828290			
OANTIGEN-PWY_xrefs											OANTIGEN-PWY																		
2-R-HYDROXYPROPYL-COM_xrefs																		7822055				C11496			58458	9543082			
2.3.2.15-RXN_xrefs				P35669																									
RXN-12197_xrefs																	R00155												
RXN0-5408_xrefs																	R01185				27670								
THIAZOLSYN3-RXN_xrefs				P41835													R04448				24212								
THIAZOLSYN3-RXN_xrefs				O28204																									
THIAZOLSYN3-RXN_xrefs				P76423																									
THIAZOLSYN3-RXN_xrefs				Q57233																									
THIAZOLSYN3-RXN_xrefs				Q9CG46																									
THIAZOLSYN3-RXN_xrefs				P39593																									
THIAZOLSYN3-RXN_xrefs				P40386																									
ACRYLAMIDE_xrefs					7785				HMDB04296									6331				C01659			28619	6579			
PWY-6614_xrefs											PWY-6614																		
CPD-9000_xrefs									HMDB12161							gg4abut						C15767			58800	25245457			
HS_xrefs			MTBLC16136						HMDB03276				7783-06-4			h2s		391				C00283			16136	402			
2.7.7.60-RXN_xrefs																	R05633				13429								
ASNSYNA-RXN_xrefs				P00963													R00483				11372								
ASNSYNA-RXN_xrefs				P08243																									
ASNSYNA-RXN_xrefs				P44338																									
ASNSYNA-RXN_xrefs				P49088																									
ASNSYNA-RXN_xrefs				P54264																									
3.1.4.37-RXN_xrefs				P13233													R03422												
3.1.4.37-RXN_xrefs				P06623																									
3.1.4.37-RXN_xrefs				P16330																									
3.1.4.37-RXN_xrefs				P09543																									
3.1.4.37-RXN_xrefs				Q7M3I0																									
CPD-400_xrefs			MTBLC28591						HMDB01398				90-05-1					447				C01502			28591	460			
LYXMET-PWY_xrefs											LYXMET-PWY																		
FOLSYN-PWY_xrefs										FOLSYN-PWY																			
P-NITROPHENOL_xrefs			MTBLC57917						HMDB01232				100-02-7					559254				C00870			57917	644235			
3.5.1.27-RXN_xrefs				P44786													R04268												
3.5.1.27-RXN_xrefs				P0A6K3																									
L-ARGININO-SUCCINATE_xrefs			MTBLC57472						HMDB00052							argsuc						C03406			57472	46878376			
CPD-2022_xrefs																						C06326			15602	25201903			
1.8.5.1-RXN_xrefs				Q7M0D1													R01108				24424								
1.8.5.1-RXN_xrefs				Q9T2H6																									
CPD-8848_xrefs			MTBLC74299															4517814				C20681			74299	5365872			
CPD-15117_xrefs																						C20631			58850	46878457			
GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN_xrefs				P80109													R07398				10832								
LYSYLTRANSFERASE-RXN_xrefs																	R03771												
CPD-6501_xrefs			MTBLC52051						HMDB31310									13850405				C15513			52051	8785			
CPD-7671_xrefs			MTBLC16007						HMDB03227									855				C00409			16007	878			
FUCULOSE-1P_xrefs													92418-41-2			fc1p						C01099			57846	6857414			
PWY0-1295_xrefs											PWY0-1295																		
GLYCEROL-1-PHOSPHATASE-RXN_xrefs																	R07298				11476								
GLYCEROL-1-PHOSPHATASE-RXN_xrefs																	R00841												
1.14.13.8-RXN_xrefs				P16549													R03344				24468								
1.14.13.8-RXN_xrefs				P17636																									
1.14.13.8-RXN_xrefs				Q01740																									
1.14.13.8-RXN_xrefs				Q04799																									
1.14.13.8-RXN_xrefs				Q7M061																									
1.14.13.8-RXN_xrefs				P17635																									
1.14.13.8-RXN_xrefs				P49328																									
1.14.13.8-RXN_xrefs				P32417																									
1.14.13.8-RXN_xrefs				P31512																									
1.14.13.8-RXN_xrefs				Q7M2Q0																									
1.14.13.8-RXN_xrefs				P31513																									
1.14.13.8-RXN_xrefs				P49109																									
1.14.13.8-RXN_xrefs				P49326																									
CHORISMATE-SYNTHASE-RXN_xrefs				P27793													R01714				21020								
CHORISMATE-SYNTHASE-RXN_xrefs				P23353																									
CHORISMATE-SYNTHASE-RXN_xrefs				Q9JT81																									
CHORISMATE-SYNTHASE-RXN_xrefs				Q58575																									
CHORISMATE-SYNTHASE-RXN_xrefs				P43875																									
CHORISMATE-SYNTHASE-RXN_xrefs				Q9PM41																									
CHORISMATE-SYNTHASE-RXN_xrefs				Q9CET2																									
CHORISMATE-SYNTHASE-RXN_xrefs				P28777																									
CHORISMATE-SYNTHASE-RXN_xrefs				Q42885																									
CHORISMATE-SYNTHASE-RXN_xrefs				Q42884																									
CHORISMATE-SYNTHASE-RXN_xrefs				P16280																									
CHORISMATE-SYNTHASE-RXN_xrefs				P12008																									
CHORISMATE-SYNTHASE-RXN_xrefs				O74413																									
CHORISMATE-SYNTHASE-RXN_xrefs				Q12640																									
HYDROGEN-DEHYDROGENASE-RXN_xrefs				P22317													R00700				24636								
HYDROGEN-DEHYDROGENASE-RXN_xrefs				P22318																									
HYDROGEN-DEHYDROGENASE-RXN_xrefs				P22319																									
HYDROGEN-DEHYDROGENASE-RXN_xrefs				P22320																									
DGDPKIN-RXN_xrefs																	R01857				27690								
PYRIDOXAL_PHOSPHATE_xrefs			MTBLC597326						HMDB01491				54-47-7			pydx5p		559203				C00018			597326	644168			
DETOX1-PWY_xrefs										DETOX1-PWY	DETOX1-PWY																		
CPD-8613_xrefs									HMDB12165																87047	91826592			
CPD-6994_xrefs									HMDB05810													C05631			28412	90657147			
6.3.5.7-RXN_xrefs																	R03905				17521								
CPD-1863_xrefs													4356-52-9		C00000125			20137088				C05837			64962	6325229			
RXN-9666_xrefs																	R08176												
3.2.1.8-RXN_xrefs				P10478																									
3.2.1.8-RXN_xrefs				Q9R5M7																									
3.2.1.8-RXN_xrefs				Q7M519																									
3.2.1.8-RXN_xrefs				Q7M520																									
3.2.1.8-RXN_xrefs				P35809																									
3.2.1.8-RXN_xrefs				Q7M513																									
3.2.1.8-RXN_xrefs				Q7M0W8																									
3.2.1.8-RXN_xrefs				P23556																									
3.2.1.8-RXN_xrefs				Q7M4V8																									
3.2.1.8-RXN_xrefs				Q9R5M6																									
3.2.1.8-RXN_xrefs				Q7M0X0																									
3.2.1.8-RXN_xrefs				Q7M0W9																									
3.2.1.8-RXN_xrefs				P45703																									
3.2.1.8-RXN_xrefs				P18429																									
