xref	METACYC	UM-BBD-CPD	METABOLIGHTS	UNIPROT	NCI	LIGAND-MAP	DRUGBANK	SGD-PATHWAY	HMDB	ARACYC	ECOCYC	UM-BBD-PWY	CAS	PLANTCYC	KNAPSACK	BIGG	LIGAND-RXN	CHEMSPIDER	Wikipedia	PLASMOCYC	RHEA	LIGAND-CPD	REACTOME	PIR	CHEBI	PUBCHEM	HUMANCYC	KEGG-GLYCAN	LIPID_MAPS
PROTOHEMEFERROCHELAT-RXN_xrefs				P28602																									
PROTOHEMEFERROCHELAT-RXN_xrefs				Q05338																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P42043																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P23871																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P32396																									
PROTOHEMEFERROCHELAT-RXN_xrefs				Q9CFB4																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P56107																									
PROTOHEMEFERROCHELAT-RXN_xrefs				O67083																									
PROTOHEMEFERROCHELAT-RXN_xrefs				Q9PI08																									
PROTOHEMEFERROCHELAT-RXN_xrefs				Q9JVA5																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P22600																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P43868																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P16622																									
PROTOHEMEFERROCHELAT-RXN_xrefs				Q59735																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P43413																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P54225																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P42045																									
PROTOHEMEFERROCHELAT-RXN_xrefs				O64391																									
PROTOHEMEFERROCHELAT-RXN_xrefs				P42044																									
ETHANAMINE_xrefs									HMDB13231				75-04-7									C00797			566789	3427831			
PROTEIN-KINASE-RXN_xrefs				P23298																									
PROTEIN-KINASE-RXN_xrefs				P05207																									
PROTEIN-KINASE-RXN_xrefs				P06493																									
PROTEIN-KINASE-RXN_xrefs				P19026																									
PROTEIN-KINASE-RXN_xrefs				Q03042																									
PROTEIN-KINASE-RXN_xrefs				P11440																									
PROTEIN-KINASE-RXN_xrefs				P33800																									
PROTEIN-KINASE-RXN_xrefs				P23437																									
PROTEIN-KINASE-RXN_xrefs				Q9PSU0																									
PROTEIN-KINASE-RXN_xrefs				Q15136																									
PROTEIN-KINASE-RXN_xrefs				Q9NRL6																									
PROTEIN-KINASE-RXN_xrefs				P24923																									
PROTEIN-KINASE-RXN_xrefs				P31749																									
PROTEIN-KINASE-RXN_xrefs				P63086																									
PROTEIN-KINASE-RXN_xrefs				P24941																									
PROTEIN-KINASE-RXN_xrefs				P31320																									
PROTEIN-KINASE-RXN_xrefs				P30285																									
PROTEIN-KINASE-RXN_xrefs				P35567																									
PROTEIN-KINASE-RXN_xrefs				P43450																									
PROTEIN-KINASE-RXN_xrefs				Q02750																									
PROTEIN-KINASE-RXN_xrefs				P62344																									
PROTEIN-KINASE-RXN_xrefs				P31751																									
PROTEIN-KINASE-RXN_xrefs				Q03114																									
PROTEIN-KINASE-RXN_xrefs				Q61410																									
PROTEIN-KINASE-RXN_xrefs				P36507																									
PROTEIN-KINASE-RXN_xrefs				Q07832																									
PROTEIN-KINASE-RXN_xrefs				Q06309																									
PROTEIN-KINASE-RXN_xrefs				P27361																									
PROTEIN-KINASE-RXN_xrefs				Q39238																									
PROTEIN-KINASE-RXN_xrefs				P36897																									
PROTEIN-KINASE-RXN_xrefs				Q12851																									
PROTEIN-KINASE-RXN_xrefs				Q96CA8																									
PROTEIN-KINASE-RXN_xrefs				P40376																									
PROTEIN-KINASE-RXN_xrefs				P50750																									
PROTEIN-KINASE-RXN_xrefs				P51136																									
PROTEIN-KINASE-RXN_xrefs				Q64702																									
PROTEIN-KINASE-RXN_xrefs				Q8INB9																									
PROTEIN-KINASE-RXN_xrefs				Q27393																									
PROTEIN-KINASE-RXN_xrefs				Q9Y243																									
PROTEIN-KINASE-RXN_xrefs				Q05759																									
PROTEIN-KINASE-RXN_xrefs				P81377																									
PROTEIN-KINASE-RXN_xrefs				Q03043																									
PROTEIN-KINASE-RXN_xrefs				P27704																									
PROTEIN-KINASE-RXN_xrefs				P13287																									
PROTEIN-KINASE-RXN_xrefs				P24033																									
PROTEIN-KINASE-RXN_xrefs				Q04543																									
PROTEIN-KINASE-RXN_xrefs				Q09013																									
PROTEIN-KINASE-RXN_xrefs				P12370																									
PROTEIN-KINASE-RXN_xrefs				P32023																									
PROTEIN-KINASE-RXN_xrefs				Q69277																									
PROTEIN-KINASE-RXN_xrefs				Q13873																									
PROTEIN-KINASE-RXN_xrefs				P00514																									
PROTEIN-KINASE-RXN_xrefs				Q60545																									
PROTEIN-KINASE-RXN_xrefs				P49615																									
PROTEIN-KINASE-RXN_xrefs				P51958																									
PROTEIN-KINASE-RXN_xrefs				Q64595																									
PROTEIN-KINASE-RXN_xrefs				Q05999																									
PROTEIN-KINASE-RXN_xrefs				Q8VIJ2																									
PROTEIN-KINASE-RXN_xrefs				P47196																									
PROTEIN-KINASE-RXN_xrefs				P47197																									
PROTEIN-KINASE-RXN_xrefs				P54739																									
PROTEIN-KINASE-RXN_xrefs				P54740																									
PROTEIN-KINASE-RXN_xrefs				Q63484																									
PROTEIN-KINASE-RXN_xrefs				Q12706																									
PROTEIN-KINASE-RXN_xrefs				P39134																									
PROTEIN-KINASE-RXN_xrefs				Q24458																									
PROTEIN-KINASE-RXN_xrefs				P43063																									
PROTEIN-KINASE-RXN_xrefs				O09433																									
PROTEIN-KINASE-RXN_xrefs				O09434																									
PROTEIN-KINASE-RXN_xrefs				O10416																									
PROTEIN-KINASE-RXN_xrefs				P97313																									
PROTEIN-KINASE-RXN_xrefs				Q6P5Z2																									
PROTEIN-KINASE-RXN_xrefs				Q9Z1J2																									
PROTEIN-KINASE-RXN_xrefs				P35426																									
PROTEIN-KINASE-RXN_xrefs				Q39183																									
PROTEIN-KINASE-RXN_xrefs				Q04770																									
PROTEIN-KINASE-RXN_xrefs				P34099																									
PROTEIN-KINASE-RXN_xrefs				P28482																									
PROTEIN-KINASE-RXN_xrefs				Q41639																									
PROTEIN-KINASE-RXN_xrefs				Q88522																									
PROTEIN-KINASE-RXN_xrefs				Q24294																									
PROTEIN-KINASE-RXN_xrefs				P00513																									
PROTEIN-KINASE-RXN_xrefs				P00517																									
PROTEIN-KINASE-RXN_xrefs				P00515																									
PROTEIN-KINASE-RXN_xrefs				P05131																									
PROTEIN-KINASE-RXN_xrefs				P24256																									
PROTEIN-KINASE-RXN_xrefs				P00516																									
PROTEIN-KINASE-RXN_xrefs				P31322																									
PROTEIN-KINASE-RXN_xrefs				P06244																									
PROTEIN-KINASE-RXN_xrefs				P06245																									
PROTEIN-KINASE-RXN_xrefs				P05986																									
PROTEIN-KINASE-RXN_xrefs				P07278																									
PROTEIN-KINASE-RXN_xrefs				P05987																									
PROTEIN-KINASE-RXN_xrefs				P16905																									
PROTEIN-KINASE-RXN_xrefs				P31319																									
PROTEIN-KINASE-RXN_xrefs				P21901																									
PROTEIN-KINASE-RXN_xrefs				P10644																									
PROTEIN-KINASE-RXN_xrefs				P17612																									
PROTEIN-KINASE-RXN_xrefs				P13861																									
PROTEIN-KINASE-RXN_xrefs				P22694																									
PROTEIN-KINASE-RXN_xrefs				P22612																									
PROTEIN-KINASE-RXN_xrefs				P31323																									
PROTEIN-KINASE-RXN_xrefs				P25321																									
PROTEIN-KINASE-RXN_xrefs				P68180																									
PROTEIN-KINASE-RXN_xrefs				P30625																									
PROTEIN-KINASE-RXN_xrefs				P21137																									
PROTEIN-KINASE-RXN_xrefs				P12367																									
PROTEIN-KINASE-RXN_xrefs				P05132																									
PROTEIN-KINASE-RXN_xrefs				P68181																									
PROTEIN-KINASE-RXN_xrefs				P12849																									
PROTEIN-KINASE-RXN_xrefs				P07802																									
PROTEIN-KINASE-RXN_xrefs				P09456																									
PROTEIN-KINASE-RXN_xrefs				P27791																									
PROTEIN-KINASE-RXN_xrefs				P12368																									
PROTEIN-KINASE-RXN_xrefs				P68182																									
PROTEIN-KINASE-RXN_xrefs				P12369																									
PROTEIN-KINASE-RXN_xrefs				Q960L7																									
PROTEIN-KINASE-RXN_xrefs				P31324																									
PROTEIN-KINASE-RXN_xrefs				P34100																									
PROTEIN-KINASE-RXN_xrefs				O08815																									
PROTEIN-KINASE-RXN_xrefs				P05383																									
PROTEIN-KINASE-RXN_xrefs				P36887																									
PROTEIN-KINASE-RXN_xrefs				P21136																									
PROTEIN-KINASE-RXN_xrefs				P14619																									
PROTEIN-KINASE-RXN_xrefs				P13863																									
PROTEIN-KINASE-RXN_xrefs				Q7M3M4																									
PROTEIN-KINASE-RXN_xrefs				P29620																									
PROTEIN-KINASE-RXN_xrefs				Q16958																									
PROTEIN-KINASE-RXN_xrefs				P38973																									
PROTEIN-KINASE-RXN_xrefs				Q9T2K8																									
PROTEIN-KINASE-RXN_xrefs				P29618																									
PROTEIN-KINASE-RXN_xrefs				P29619																									
PROTEIN-KINASE-RXN_xrefs				P24100																									
PROTEIN-KINASE-RXN_xrefs				P25859																									
PROTEIN-KINASE-RXN_xrefs				Q00526																									
PROTEIN-KINASE-RXN_xrefs				Q00532																									
PROTEIN-KINASE-RXN_xrefs				Q00537																									
PROTEIN-KINASE-RXN_xrefs				Q00536																									
PROTEIN-KINASE-RXN_xrefs				Q00534																									
PROTEIN-KINASE-RXN_xrefs				P34112																									
PROTEIN-KINASE-RXN_xrefs				P39951																									
PROTEIN-KINASE-RXN_xrefs				P26794																									
PROTEIN-KINASE-RXN_xrefs				P16892																									
PROTEIN-KINASE-RXN_xrefs				Q05006																									
PROTEIN-KINASE-RXN_xrefs				P31750																									
PROTEIN-KINASE-RXN_xrefs				P18431																									
PROTEIN-KINASE-RXN_xrefs				P54119																									
PROTEIN-KINASE-RXN_xrefs				P54665																									
PROTEIN-KINASE-RXN_xrefs				P54666																									
PROTEIN-KINASE-RXN_xrefs				P34117																									
PROTEIN-KINASE-RXN_xrefs				P34556																									
PROTEIN-KINASE-RXN_xrefs				Q12741																									
PROTEIN-KINASE-RXN_xrefs				Q43361																									
PROTEIN-KINASE-RXN_xrefs				P54664																									
PROTEIN-KINASE-RXN_xrefs				Q07785																									
PROTEIN-KINASE-RXN_xrefs				Q25826																									
PROTEIN-KINASE-RXN_xrefs				Q41031																									
PROTEIN-KINASE-RXN_xrefs				P48609																									
PROTEIN-KINASE-RXN_xrefs				P11802																									
PROTEIN-KINASE-RXN_xrefs				Q27168																									
PROTEIN-KINASE-RXN_xrefs				P50530																									
PROTEIN-KINASE-RXN_xrefs				P08018																									
PROTEIN-KINASE-RXN_xrefs				Q91727																									
PROTEIN-KINASE-RXN_xrefs				Q26217																									
PROTEIN-KINASE-RXN_xrefs				Q15278																									
PROTEIN-KINASE-RXN_xrefs				Q01314																									
PROTEIN-KINASE-RXN_xrefs				P49673																									
PROTEIN-KINASE-RXN_xrefs				Q13237																									
PROTEIN-KINASE-RXN_xrefs				O22411																									
PROTEIN-KINASE-RXN_xrefs				O22412																									
PROTEIN-KINASE-RXN_xrefs				Q40483																									
PROTEIN-KINASE-RXN_xrefs				O49120																									
PROTEIN-KINASE-RXN_xrefs				P38937																									
PROTEIN-KINASE-RXN_xrefs				O54874																									
PROTEIN-KINASE-RXN_xrefs				Q9XTB6																									
PROTEIN-KINASE-RXN_xrefs				Q9XTG7																									
PROTEIN-KINASE-RXN_xrefs				P41720																									
PROTEIN-KINASE-RXN_xrefs				O39305																									
PROTEIN-KINASE-RXN_xrefs				Q17941																									
PROTEIN-KINASE-RXN_xrefs				P04413																									
PROTEIN-KINASE-RXN_xrefs				P09251																									
PROTEIN-KINASE-RXN_xrefs				P28926																									
PROTEIN-KINASE-RXN_xrefs				P32516																									
PROTEIN-KINASE-RXN_xrefs				P17613																									
PROTEIN-KINASE-RXN_xrefs				P00546																									
PROTEIN-KINASE-RXN_xrefs				P10741																									
PROTEIN-KINASE-RXN_xrefs				P10533																									
PROTEIN-KINASE-RXN_xrefs				P00531																									
PROTEIN-KINASE-RXN_xrefs				P27966																									
PROTEIN-KINASE-RXN_xrefs				P04049																									
PROTEIN-KINASE-RXN_xrefs				P00540																									
PROTEIN-KINASE-RXN_xrefs				P11309																									
PROTEIN-KINASE-RXN_xrefs				P10650																									
PROTEIN-KINASE-RXN_xrefs				P00536																									
PROTEIN-KINASE-RXN_xrefs				P06803																									
PROTEIN-KINASE-RXN_xrefs				P00537																									
PROTEIN-KINASE-RXN_xrefs				P00532																									
PROTEIN-KINASE-RXN_xrefs				P07331																									
PROTEIN-KINASE-RXN_xrefs				P00538																									
PROTEIN-KINASE-RXN_xrefs				P10421																									
PROTEIN-KINASE-RXN_xrefs				P32593																									
PROTEIN-KINASE-RXN_xrefs				P18265																									
PROTEIN-KINASE-RXN_xrefs				P00539																									
PROTEIN-KINASE-RXN_xrefs				P20505																									
PROTEIN-KINASE-RXN_xrefs				P16913																									
PROTEIN-KINASE-RXN_xrefs				P12965																									
PROTEIN-KINASE-RXN_xrefs				P04551																									
DIHYDRO-THYMINE_xrefs			MTBLC27468						HMDB00079									14083692				C00906			27468	93556			
TAURINE_xrefs			MTBLC507393						HMDB00251				107-35-7			taur						C00245			507393	4068592			
CPD-14873_xrefs																		58593				C12115			60005	54694272			
NICOTINATE_NUCLEOTIDE_xrefs			MTBLC57502						HMDB01132				321-02-8			nicrnt						C01185			57502	46878382			
PROTOHEME_xrefs																pheme									17627				
N1-ACETYLSPERMINE_xrefs			MTBLC58101						HMDB01186				77928-70-2									C02567			58101	25201943			
CPD-8619_xrefs									HMDB12166																87055	91826593			
N-ACETYLGLUTPREDUCT-RXN_xrefs				P54898													R03443				21588								
N-ACETYLGLUTPREDUCT-RXN_xrefs				Q9JVU6																									
N-ACETYLGLUTPREDUCT-RXN_xrefs				O67724																									
N-ACETYLGLUTPREDUCT-RXN_xrefs				O28208																									
N-ACETYLGLUTPREDUCT-RXN_xrefs				Q9PIS0																									
N-ACETYLGLUTPREDUCT-RXN_xrefs				P23715																									
N-ACETYLGLUTPREDUCT-RXN_xrefs				P11446																									
N-ACETYLGLUTPREDUCT-RXN_xrefs				Q01217																									
